KM,Año,Combustible,Ciudad,Nº puertas,Garantía,Cambio,Color,Carrocería,Marca,Modelo,Versión,Potencia,Tipo de carrocería,Velocidad máxima,Aceleracion,Consumo,Emisiones,Dimensiones,Etiqueta medioambiental,Precio
980.0,2024,Diésel,Granollers,5,No,Automático ,Gris montaña,4x4,Mercedes-Benz,GLA,GLA 200 d 4MATIC 8G-DCT,150 CV,Todoterreno,205 km/h,8.9 s,4.9 l/100km,130g CO2/km,4410 mm / 1834 mm / 1611 mm,C,54.340€
243.675,2009,Diésel,Badajoz,4,No,Manual ,Calcite white - uni paint,Berlina,Mercedes-Benz,Clase C,C 220 CDI Berlina,170 CV,Turismo,229 km/h,8.5 s,5.9 l/100km,156g CO2/km,4581 mm / 1770 mm / 1444 mm,B,12.500€
20.75,2022,Diésel,Zaragoza,5,No,Automático ,Azul cavansita metalizado,Vehículo,False,False,False,163 CV,False,False,False,False,False,False,False,47.000€
45.025,2022,Diésel,Zaragoza,5,No,Automático ,Gris grafito metalizado,Vehículo,False,False,False,163 CV,False,False,False,False,False,False,False,44.800€
34.019,2022,Diésel,Zaragoza,5,No,Automático ,Azul cavansita,Monovolumen,Mercedes-Benz,Clase V,V 220 d Exclusive Largo,163 CV,Monovolumen,195 km/h,11 s,6.2 l/100km,162g CO2/km,5140 mm / 1928 mm / 1880 mm,C,54.300€
14.004,2021,Gasolina,Zaragoza,4,No,Manual ,Machine grey,Berlina,Mazda,MAZDA3,3 Sedán Zenith SKYACTIV-G 2.0 90 kW (122 CV),122 CV,Turismo,202 km/h,10.4 s,6.1 l/100km,g CO2/km,4660 mm / 1795 mm / 1440 mm,ECO,25.500€
29.299,2019,Gasolina,Zaragoza,5,No,Manual ,Celestial blue (metalizad,Berlina,KIA,Picanto,Picanto 1.0 CVVT Concept,67 CV,Turismo,161 km/h,14.3 s,4.9 l/100km,113g CO2/km,3595 mm / 1595 mm / 1485 mm,C,10.500€
78.0,2018,Gasolina,Cabrera de Mar,5,No,Manual ,Blanco,Berlina,DS,4,4 PureTech 130 S&S Performance Line,131 CV,Turismo,198 km/h,10.1 s,5 l/100km,116g CO2/km,4284 mm / 1810 mm / 1497 mm,C,10.950€
6.983,2023,Gasolina,Castelló de la Plana,5,No,Manual ,Dark night,4x4,Hyundai,TUCSON,Tucson N Line 1.6 T-GDI 48V 110 kW (150 CV),150 CV,Todoterreno,189 km/h,10.3 s,6.7 l/100km,g CO2/km,4500 mm / 1865 mm / 1650 mm,ECO,29.900€
2.044,2023,Gasolina,Castelló de la Plana,5,No,Manual ,Engine red,4x4,Hyundai,TUCSON,Tucson N Line 1.6 T-GDI 48V 110 kW (150 CV),150 CV,Todoterreno,189 km/h,10.3 s,6.7 l/100km,g CO2/km,4500 mm / 1865 mm / 1650 mm,ECO,25.950€
19.799,2023,Gasolina,Castelló de la Plana,5,No,Manual ,Atlas white,Berlina,Hyundai,TUCSON,Tucson N Line 1.6 T-GDI 48V 110 kW (150 CV),150 CV,Todoterreno,189 km/h,10.3 s,6.7 l/100km,g CO2/km,4500 mm / 1865 mm / 1650 mm,ECO,24.295€
38.33,2020,Híbrido,Castelló de la Plana,5,No,Automático ,Silky bronze,4x4,False,False,False,136 CV,False,False,False,False,False,False,False,30.995€
4.872,2023,Gasolina,Castelló de la Plana,5,No,Manual ,Atlas white,4x4,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Tecno,120 CV,Todoterreno,181 km/h,12 s,6.3 l/100km,120g CO2/km,4165 mm / 1800 mm / 1550 mm,C,19.950€
4.278,2023,Gasolina,Castelló de la Plana,5,No,Manual ,Electronic gray,4x4,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Essence,120 CV,Todoterreno,181 km/h,12 s,5.5 l/100km,124g CO2/km,4165 mm / 1800 mm / 1550 mm,C,19.950€
62.58,2020,Gasolina,Castelló de la Plana,5,No,Manual ,Dark night,4x4,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Tecno,120 CV,Todoterreno,181 km/h,12 s,6.3 l/100km,120g CO2/km,4165 mm / 1800 mm / 1550 mm,C,16.950€
8.15,2023,Gasolina,Castelló de la Plana,5,No,Manual ,Atlas white,Familiar,Hyundai,i30,i30 Fastback T-GDi 1.0 88 kW (120 CV) Klass Max,120 CV,Turismo,188 km/h,11.5 s,5.2 l/100km,120g CO2/km,4455 mm / 1795 mm / 1425 mm,C,21.495€
12.84,2023,Gasolina,Castelló de la Plana,5,No,Manual ,Atlas white,Berlina,Hyundai,i20,"i20 1.0 T-GDi 73,6 kW (100 CV) Tecno",100 CV,Turismo,188 km/h,10.8 s,5.9 l/100km,g CO2/km,4035 mm / 1734 mm / 1474 mm,C,17.495€
12.932,2023,Híbrido,Barcelona,5,No,Automático ,Fuji white,4x4,False,False,False,163 CV,False,False,False,False,False,False,False,48.900€
11.068,2023,Híbrido,Barcelona,5,No,Automático ,Fuji white,4x4,False,False,False,163 CV,False,False,False,False,False,False,False,48.900€
10.0,2023,Híbrido,Ponferrada,4,No,Automático ,Gris grafito,Berlina,False,False,False,197 CV,False,False,False,False,False,False,False,91.900€
62.509,2019,Gasolina,Zaragoza,3,No,Automático ,Plata,puertas:,Smart,Fortwo,fortwo coupé 62 passion,71 CV,Turismo,145 km/h,10.7 s,4.9 l/100km,115g CO2/km,2695 mm / 1559 mm / 1565 mm,C,14.500€
73.177,2019,Diésel,Terrassa,5,No,Automático ,Blanco diamante bright,4x4,Mercedes-Benz,GLC,GLC 250 d 4MATIC,204 CV,Todoterreno,222 km/h,7.6 s,5 l/100km,129g CO2/km,4656 mm / 1890 mm / 1644 mm,C,40.800€
8.995,2022,Diésel,Terrassa,5,No,Automático ,Blanco digital,Berlina,Mercedes-Benz,Clase A,A 200 d 8G-DCT,150 CV,Turismo,220 km/h,8.1 s,4.2 l/100km,107g CO2/km,4419 mm / 1796 mm / 1440 mm,C,34.200€
1.0,2024,Híbrido,Barcelona,5,No,Automático ,Gris montaña,Berlina,Mercedes-Benz,Clase A,A 250 e,218 CV,Turismo,235 km/h,6.6 s,1.4 l/100km,33g CO2/km,4419 mm / 1796 mm / 1452 mm,Cero,44.900€
13.6,2022,Híbrido Enchufable (PHEV),Jaén,5,No,Automático ,Azul cavansita,4x4,False,False,False,320 CV,False,False,False,False,False,False,False,95.990€
54.5,2021,Diésel,Jaén,5,No,Automático ,Azul cavansita,4x4,Mercedes-Benz,Clase G,GLS 400 d 4MATIC,330 CV,Todoterreno,238 km/h,6.3 s,8.7 l/100km,201g CO2/km,5207 mm / 1956 mm / 1823 mm,C,154.990€
9.175,2023,Diésel,Jaén,5,No,Automático ,Plata iridio,Berlina,Mercedes-Benz,Clase A,A 200 d,150 CV,Turismo,220 km/h,8.3 s,4.9 l/100km,g CO2/km,4428 mm / 1796 mm / 1440 mm,C,34.790€
15.185,2023,Diésel,Jaén,5,No,Automático ,Plata iridio,Berlina,Mercedes-Benz,Clase A,A 200 d,150 CV,Turismo,220 km/h,8.3 s,4.9 l/100km,g CO2/km,4428 mm / 1796 mm / 1440 mm,C,34.790€
12.07,2023,Gasolina,Jaén,5,No,Manual ,Polar white,4x4,Hyundai,TUCSON,Tucson N Line 1.6 T-GDI 48V 110 kW (150 CV),150 CV,Todoterreno,189 km/h,10.3 s,6.7 l/100km,g CO2/km,4500 mm / 1865 mm / 1650 mm,ECO,24.790€
24.315,2021,Gasolina,Jaén,5,No,Manual ,Amazon grey,4x4,Hyundai,TUCSON,Tucson N Line 1.6 T-GDI 48V 110 kW (150 CV),150 CV,Todoterreno,189 km/h,10.3 s,6.7 l/100km,g CO2/km,4500 mm / 1865 mm / 1650 mm,ECO,22.990€
16.872,2020,Híbrido,Granada,4,No,Manual ,Blanco,Berlina,False,False,False,122 CV,False,False,False,False,False,False,False,21.990€
25.0,0,Diésel,La Campiña,5,No,Automático ,Azul espectra,Berlina,Mercedes-Benz,Clase A,A 200 d,150 CV,Turismo,220 km/h,8.3 s,4.9 l/100km,g CO2/km,4428 mm / 1796 mm / 1440 mm,C,45.200€
29.565,2021,Gasolina,Sabadell,5,No,Manual ,Azul celadon,Berlina,Renault,Clio,Clio Intens TCe 74 kW (100 CV),90 CV,Turismo,187 km/h,11.8 s,5.2 l/100km,99g CO2/km,4050 mm / 1798 mm / 1440 mm,C,15.900€
45.0,2022,Diésel,Granollers,5,No,Automático ,Negro obsidiana,Vehículo,Mercedes-Benz,Clase V,V 220 d Avantgarde Largo,163 CV,Monovolumen,195 km/h,11 s,6 l/100km,157g CO2/km,5140 mm / 1928 mm / 1880 mm,C,53.698€
46.0,2022,Diésel,Granollers,5,No,Automático ,Negro obsidiana,Vehículo,Mercedes-Benz,Clase V,V 220 d Avantgarde Largo,163 CV,Monovolumen,195 km/h,11 s,6 l/100km,157g CO2/km,5140 mm / 1928 mm / 1880 mm,C,53.698€
46.0,2022,Diésel,Granollers,5,No,Automático ,Negro obsidiana,Vehículo,Mercedes-Benz,Clase V,V 220 d Avantgarde Largo,163 CV,Monovolumen,195 km/h,11 s,6 l/100km,157g CO2/km,5140 mm / 1928 mm / 1880 mm,C,53.698€
23.968,2023,Diésel,Baracaldo,5,No,Automático ,Cavansitblau - metallic p,4x4,Mercedes-Benz,GLC,GLC 220 d 4MATIC,194 CV,Todoterreno,219 km/h,8 s,5.2 l/100km,g CO2/km,4716 mm / 1890 mm / 1640 mm,ECO,57.890€
14.908,2023,Diésel,Baracaldo,4,No,Automático ,Selenitgrey - metallic pa,Berlina,Mercedes-Benz,Clase C,C 200 d Berlina,163 CV,Turismo,230 km/h,7.7 s,4.6 l/100km,g CO2/km,4751 mm / 1820 mm / 1437 mm,ECO,41.890€
15.422,2023,Diésel,Baracaldo,5,No,Automático ,Blanco polar - pintura un,Coupé,Mercedes-Benz,Clase A,A 200 d,150 CV,Turismo,220 km/h,8.3 s,4.9 l/100km,g CO2/km,4428 mm / 1796 mm / 1440 mm,C,32.890€
11.368,2023,Diésel,Baracaldo,4,No,Automático ,Blanco polar - pintura un,Berlina,Mercedes-Benz,Clase A,A 200 d Sedán,150 CV,Turismo,227 km/h,8.4 s,4.9 l/100km,g CO2/km,4558 mm / 1796 mm / 1446 mm,C,32.890€
10.052,2023,Gasolina,Baracaldo,5,No,Automático ,Kosmosblack - met.,Coupé,Mercedes-Benz,Clase A,A 200,163 CV,Turismo,225 km/h,8.2 s,5.9 l/100km,g CO2/km,4419 mm / 1796 mm / 1440 mm,ECO,35.890€
15.364,2023,Diésel,Baracaldo,5,No,Automático ,Kosmosblack - met.,Coupé,Mercedes-Benz,Clase A,A 200 d,150 CV,Turismo,220 km/h,8.3 s,4.9 l/100km,g CO2/km,4428 mm / 1796 mm / 1440 mm,C,33.890€
10.038,2023,Gasolina,Baracaldo,5,No,Automático ,Nachtschwarz - unilack,Coupé,Mercedes-Benz,Clase A,A 200,163 CV,Turismo,225 km/h,8.2 s,5.9 l/100km,g CO2/km,4419 mm / 1796 mm / 1440 mm,ECO,34.890€
85.0,2020,Diésel,Murcia,4,No,Automático ,Cavansitblau - metallic p,puertas:,False,False,False,286 CV,False,False,False,False,False,False,False,54.900€
136.044,2019,Diésel,Murcia,4,No,Manual ,Rojo,puertas:,Mercedes-Benz,Clase A,A 180 d Sedán,116 CV,Turismo,206 km/h,10.7 s,4.5 l/100km,105g CO2/km,4549 mm / 1796 mm / 1446 mm,C,23.900€
9.85,2023,Híbrido Enchufable (PHEV),Barcelona,5,No,Automático ,Blanco ibis,4x4,Audi,Q5,Q5 S line 50 TFSIe quattro-ultra S tronic,299 CV,Todoterreno,239 km/h,6.1 s,1.6 l/100km,g CO2/km,4682 mm / 1893 mm / 1659 mm,Cero,61.900€
5.0,2023,Gasolina,Barcelona,5,No,Automático ,Blanco puro,Berlina,Volkswagen,Golf,Golf GTI 2.0 TSI 180 kW (245 CV) DSG,245 CV,Turismo,250 km/h,6.2 s,3.7 l/100km,97g CO2/km,4287 mm / 1789 mm / 1470 mm,C,49.500€
14.0,2022,Eléctrico,Málaga,5,No,Automático ,Mountaingrau - met.,puertas:,Mercedes-Benz,EQA,EQA 250,190 CV,Todoterreno,160 km/h,8.9 s,17.9 l/100km,0g CO2/km,4463 mm / 1834 mm / 1620 mm,Cero,46.950€
42.087,2016,Diésel,Arganda del Rey,False,No,Manual ,Negro,30.490€,Mercedes-Benz,Clase C,CLA 200 d Coupé,,Turismo,220 km/h,9.5 s,4.2 l/100km,109g CO2/km,4630 mm / 1777 mm / 1432 mm,C,30.490€
37.0,2021,Gasolina,Cabanas Salcedo,5,Sí,Manual ,Bleu cosmos,Berlina,Renault,Megane,Mégane Berlina Intens TCe 103 kW (140 CV) GPF,140 CV,Turismo,205 km/h,9.4 s,5.7 l/100km,g CO2/km,4359 mm / 1814 mm / 1447 mm,C,19.500€
1.0,2023,Eléctrico,Toda España,5,Sí,Automático ,Gris selenita metalizado,TODOTERRENO,Mercedes-Benz,EQS,EQS SUV 450 4MATIC 7 plazas,360 CV,Todoterreno,210 km/h,6 s,20.9 l/100km,0g CO2/km,5125 mm / 1959 mm / 1718 mm,Cero,101.900€
17.001,2023,Gasolina,Majadahonda,5,Sí,Triptronic ,Rojo velvet metalizado,Berlina,Skoda,Kamiq,Kamiq 1.5 TSI 110 kW (150 CV) Sport DSG,150 CV,Todoterreno,212 km/h,8.4 s,6.2 l/100km,g CO2/km,4241 mm / 1793 mm / 1531 mm,C,22.300€
190.0,2013,Diésel,,5,Sí,Manual ,Negro,Familiar,Peugeot,308,308 SW Active 1.6 HDi 92,,Turismo familiar,177 km/h,12.9 s,4.5 l/100km,119g CO2/km,4500 mm / 1815 mm / 1555 mm,B,6.499€
299.0,2006,Híbrido (Gasolina),,4,Sí,Automático ,Bronce,Todoterreno,False,False,False,210 CV,False,False,False,False,False,False,False,6.500€
85.0,2020,Diésel,,5,Sí,Automático ,Blanco,Berlina,Citroen,C4 Cactus,C4 Cactus BlueHDi 120 S&S EAT6 Shine Pack,120 CV,Turismo,201 km/h,8.7 s,5.1 l/100km,103g CO2/km,4170 mm / 1729 mm / 1480 mm,C,15.900€
83.817,2019,Gasolina,Zaratán,5,No,Manual ,Blanco,Todoterreno,Volkswagen,Tiguan,Tiguan Advance 1.5 TSI 96 kW (130 CV),,Todoterreno,192 km/h,10.2 s,5.6 l/100km,128g CO2/km,4486 mm / 1839 mm / 1654 mm,C,22.900€
24.005,2023,Gasolina,Zaratán,5,No,Manual ,Blanco,Berlina,Volkswagen,Polo,Polo 1.0 TSI 70 kW (95 CV),,Turismo,187 km/h,10.8 s,5.2 l/100km,g CO2/km,4074 mm / 1751 mm / 1451 mm,C,18.500€
41.042,2020,Gasolina,Zaratán,5,No,Manual ,Blanco,Berlina,Volkswagen,Polo,Polo 5p Edition 1.0 75 CV BMT,,Turismo,173 km/h,14.3 s,4.8 l/100km,108g CO2/km,3972 mm / 1682 mm / 1453 mm,C,14.500€
56.0,2018,Diésel,Zaratán,4,No,Automático ,Negro,Sedan,Volkswagen,Passat,Passat Alltrack 2.0 TDI 170 CV DSG 4Motion BMT,,Turismo familiar,211 km/h,8.9 s,5.9 l/100km,155g CO2/km,4771 mm / 1820 mm / 1550 mm,B,18.500€
97.979,2016,Gasolina,Zaratán,3,No,Automático ,Negro,Berlina,Volkswagen,Golf,Golf 3p GTI 2.0 TSI 220 CV BMT DSG 6 vel.,,Turismo,244 km/h,6.5 s,6.4 l/100km,148g CO2/km,4268 mm / 1790 mm / 1442 mm,C,22.900€
45.809,2020,Eléctrico,Zaratán,5,No,Automático ,Blanco,Berlina,Volkswagen,Golf,e-Golf ePower 115CV,,Turismo,140 km/h,10.4 s, l/100km,0g CO2/km,4254 mm / 1799 mm / 1453 mm,Cero,21.900€
33.0,2017,Gasolina,Zaratán,3,No,Manual ,Negro,Utilitario,Toyota,Aygo,Aygo 3p 70 x-play,,Turismo,160 km/h,14.2 s,4.1 l/100km,95g CO2/km,3455 mm / 1615 mm / 1460 mm,C,11.495€
3.0,2024,Gasolina,Zaratán,5,No,Automático ,Gris,Todoterreno,Suzuki,Vitara,Vitara 1.4T GLX Mild Hybrid Aut.,,Todoterreno,190 km/h, s,5.7 l/100km,g CO2/km,4175 mm / 1775 mm / 1610 mm,ECO,28.500€
5.0,2024,Gasolina,Zaratán,5,No,Automático ,Rojo,Todoterreno,Suzuki,Vitara,Vitara 1.4T GLX 4WD Mild Hybrid Aut.,,Todoterreno,190 km/h, s,6.3 l/100km,g CO2/km,4175 mm / 1775 mm / 1610 mm,ECO,31.400€
3.0,2024,Gasolina,Zaratán,5,No,Automático ,Blanco,Todoterreno,Suzuki,Vitara,Vitara 1.4T GLX Mild Hybrid Aut.,,Todoterreno,190 km/h, s,5.7 l/100km,g CO2/km,4175 mm / 1775 mm / 1610 mm,ECO,26.300€
3.0,2024,Gasolina,Zaratán,5,No,Automático ,Blanco,Todoterreno,Suzuki,Vitara,Vitara 1.4T GLX 4WD Mild Hybrid Aut.,,Todoterreno,190 km/h, s,6.3 l/100km,g CO2/km,4175 mm / 1775 mm / 1610 mm,ECO,29.200€
54.117,2017,Gasolina,Zaratán,5,No,Automático ,Blanco,Todoterreno,Suzuki,Vitara,Vitara S 1.4 BoosterJet 4x4 Aut.,,Todoterreno,200 km/h,10.2 s,5.5 l/100km,128g CO2/km,4175 mm / 1775 mm / 1610 mm,C,18.500€
3.0,2024,Gasolina,Zaratán,5,No,Manual ,Rojo,Todoterreno,Suzuki,Vitara,Vitara 1.4 VVT GLE,,Todoterreno,200 km/h,9.5 s,5.8 l/100km,131g CO2/km,4175 mm / 1775 mm / 1610 mm,C,24.300€
4.0,2024,Gasolina,Zaratán,5,No,Manual ,Beige,Todoterreno,Suzuki,Vitara,Vitara 1.4 VVT GLE,,Todoterreno,200 km/h,9.5 s,5.8 l/100km,131g CO2/km,4175 mm / 1775 mm / 1610 mm,C,27.550€
3.0,2024,Gasolina,Zaratán,5,No,Manual ,Blanco,Todoterreno,Suzuki,Vitara,Vitara 1.4 VVT GLE,,Todoterreno,200 km/h,9.5 s,5.8 l/100km,131g CO2/km,4175 mm / 1775 mm / 1610 mm,C,26.900€
4.0,2024,Gasolina,Zaratán,5,No,Manual ,Gris,Todoterreno,Suzuki,Vitara,Vitara 1.4 VVT GLE,,Todoterreno,200 km/h,9.5 s,5.8 l/100km,131g CO2/km,4175 mm / 1775 mm / 1610 mm,C,22.600€
4.0,2024,Gasolina,Zaratán,5,No,Manual ,Azul,Todoterreno,Suzuki,Vitara,Vitara 1.4 VVT GLE,,Todoterreno,200 km/h,9.5 s,5.8 l/100km,131g CO2/km,4175 mm / 1775 mm / 1610 mm,C,22.900€
5.0,2024,Gasolina,Zaratán,5,No,Manual ,Gris,Todoterreno,Suzuki,Vitara,Vitara 1.4 VVT GLE,,Todoterreno,200 km/h,9.5 s,5.8 l/100km,131g CO2/km,4175 mm / 1775 mm / 1610 mm,C,22.600€
5.0,2024,Gasolina,Zaratán,5,No,Manual ,Azul,Todoterreno,Suzuki,Vitara,Vitara 1.4 VVT GLE,,Todoterreno,200 km/h,9.5 s,5.8 l/100km,131g CO2/km,4175 mm / 1775 mm / 1610 mm,C,23.200€
3.0,2024,Gasolina,Zaratán,5,No,Manual ,Gris,Todoterreno,Suzuki,Vitara,Vitara 1.4 VVT GLE,,Todoterreno,200 km/h,9.5 s,5.8 l/100km,131g CO2/km,4175 mm / 1775 mm / 1610 mm,C,22.600€
3.0,2024,Gasolina,Zaratán,5,No,Manual ,Amarillo,Todoterreno,Suzuki,Vitara,Vitara 1.4 VVT GLE,,Todoterreno,200 km/h,9.5 s,5.8 l/100km,131g CO2/km,4175 mm / 1775 mm / 1610 mm,C,22.800€
6.0,2024,Gasolina,Zaratán,5,No,Manual ,Gris,Todoterreno,Suzuki,Vitara,Vitara 1.4 VVT GLE,,Todoterreno,200 km/h,9.5 s,5.8 l/100km,131g CO2/km,4175 mm / 1775 mm / 1610 mm,C,25.100€
3.0,2024,Gasolina,Zaratán,5,No,Manual ,Rojo,Todoterreno,Suzuki,Vitara,Vitara 1.4 VVT GLE,,Todoterreno,200 km/h,9.5 s,5.8 l/100km,131g CO2/km,4175 mm / 1775 mm / 1610 mm,C,24.700€
5.0,2024,Gasolina,Zaratán,5,No,Manual ,Azul,Todoterreno,Suzuki,Vitara,Vitara 1.4 VVT GLE,,Todoterreno,200 km/h,9.5 s,5.8 l/100km,131g CO2/km,4175 mm / 1775 mm / 1610 mm,C,25.800€
3.0,2024,Gasolina,Zaratán,5,No,Manual ,Blanco,Todoterreno,Suzuki,Vitara,Vitara 1.4 VVT GLE,,Todoterreno,200 km/h,9.5 s,5.8 l/100km,131g CO2/km,4175 mm / 1775 mm / 1610 mm,C,24.800€
113.232,2015,Diésel,Zaratán,5,No,Manual ,Negro,Todoterreno,Suzuki,SX4,SX4 2.0 DDiS 4x4 GL,,Todoterreno,180 km/h,11.2 s,5.5 l/100km,143g CO2/km,4150 mm / 1755 mm / 1620 mm,B,12.900€
5.0,2024,Gasolina,Zaratán,5,No,Manual ,Amarillo,Berlina,Suzuki,Swift,Swift Sport 1.4 Mild Hybrid,,Turismo,210 km/h,9.1 s,5.6 l/100km,g CO2/km,3890 mm / 1735 mm / 1495 mm,ECO,25.600€
3.0,2024,Gasolina,Zaratán,5,No,Manual ,Azul,Berlina,Suzuki,Swift,Swift Sport 1.4 Mild Hybrid,,Turismo,210 km/h,9.1 s,5.6 l/100km,g CO2/km,3890 mm / 1735 mm / 1495 mm,ECO,25.600€
3.0,2024,Gasolina,Zaratán,5,No,Manual ,Blanco,Berlina,Suzuki,Swift,Swift Sport 1.4 Mild Hybrid,,Turismo,210 km/h,9.1 s,5.6 l/100km,g CO2/km,3890 mm / 1735 mm / 1495 mm,ECO,25.600€
3.0,2024,Gasolina,Zaratán,5,No,Manual ,Rojo,Berlina,Suzuki,Swift,Swift Sport 1.4 Mild Hybrid,,Turismo,210 km/h,9.1 s,5.6 l/100km,g CO2/km,3890 mm / 1735 mm / 1495 mm,ECO,25.600€
3.0,2024,Gasolina,Zaratán,5,No,Manual ,Naranja,Berlina,Suzuki,Swift,Swift Sport 1.4 Mild Hybrid,,Turismo,210 km/h,9.1 s,5.6 l/100km,g CO2/km,3890 mm / 1735 mm / 1495 mm,ECO,25.600€
2.0,2024,Gasolina,Zaratán,5,No,Automático ,Rojo,Berlina,Suzuki,Swift,Swift 1.2 Mild Hybrid GLX Aut.,,Turismo,175 km/h,12.2 s,5.1 l/100km,g CO2/km,3845 mm / 1735 mm / 1495 mm,ECO,20.900€
3.0,2024,Gasolina,Zaratán,5,No,Manual ,Blanco,Berlina,Suzuki,Swift,Swift 1.2 Mild Hybrid GLX,,Turismo,180 km/h,11.9 s,5 l/100km,94g CO2/km,3840 mm / 1735 mm / 1495 mm,ECO,19.600€
8.0,2024,Gasolina,Zaratán,5,No,Automático ,Blanco,Berlina,Suzuki,Swift,Swift 1.2 Mild Hybrid GLE Aut.,,Turismo,175 km/h,12.2 s,5.1 l/100km,g CO2/km,3845 mm / 1735 mm / 1495 mm,ECO,19.900€
5.0,2024,Gasolina,Zaratán,5,No,Manual ,Negro,Berlina,Suzuki,Swift,Swift 1.2 Mild Hybrid GLE,,Turismo,180 km/h,11.9 s,5 l/100km,94g CO2/km,3840 mm / 1735 mm / 1495 mm,ECO,20.800€
2.0,2024,Gasolina,Zaratán,5,No,Manual ,Naranja,Berlina,Suzuki,Swift,Swift 1.2 Mild Hybrid GLE,,Turismo,180 km/h,11.9 s,5 l/100km,94g CO2/km,3840 mm / 1735 mm / 1495 mm,ECO,18.650€
3.0,2024,Gasolina,Zaratán,5,No,Automático ,Blanco,Todoterreno,Suzuki,S-Cross,Jimny 1.5 Mode 3 Aut.,,Todoterreno,140 km/h, s,8.8 l/100km,170g CO2/km,3480 mm / 1645 mm / 1720 mm,C,31.200€
5.0,2024,Gasolina,Zaratán,5,No,Automático ,Rojo,Todoterreno,Suzuki,S-Cross,Jimny 1.5 Mode 3 Aut.,,Todoterreno,140 km/h, s,8.8 l/100km,170g CO2/km,3480 mm / 1645 mm / 1720 mm,C,32.800€
3.0,2024,Gasolina,Zaratán,5,No,Automático ,Blanco,Todoterreno,Suzuki,S-Cross,Jimny 1.5 Mode 3 Aut.,,Todoterreno,140 km/h, s,8.8 l/100km,170g CO2/km,3480 mm / 1645 mm / 1720 mm,C,27.990€
2.0,2024,Gasolina,Zaratán,5,No,Automático ,Blanco,Todoterreno,Suzuki,S-Cross,Jimny 1.5 Mode 3 Aut.,,Todoterreno,140 km/h, s,8.8 l/100km,170g CO2/km,3480 mm / 1645 mm / 1720 mm,C,29.600€
2.0,2024,Gasolina,Zaratán,5,No,Manual ,Blanco,Todoterreno,Suzuki,S-Cross,Jimny 1.3 JLX Mode 3,,Todoterreno,140 km/h,14.1 s,7.1 l/100km,162g CO2/km,3665 mm / 1600 mm / 1705 mm,C,28.200€
3.0,2024,Gasolina,Zaratán,5,No,Manual ,Gris,Todoterreno,Suzuki,S-Cross,Jimny 1.3 JLX Mode 3,,Todoterreno,140 km/h,14.1 s,7.1 l/100km,162g CO2/km,3665 mm / 1600 mm / 1705 mm,C,28.500€
3.0,2024,Gasolina,Zaratán,5,No,Manual ,Rojo,Todoterreno,Suzuki,S-Cross,Jimny 1.3 JLX Mode 3,,Todoterreno,140 km/h,14.1 s,7.1 l/100km,162g CO2/km,3665 mm / 1600 mm / 1705 mm,C,28.500€
5.0,2024,Gasolina,Zaratán,5,No,Manual ,Gris,Todoterreno,Suzuki,S-Cross,Jimny 1.3 JLX Mode 3,,Todoterreno,140 km/h,14.1 s,7.1 l/100km,162g CO2/km,3665 mm / 1600 mm / 1705 mm,C,24.950€
3.0,2024,Gasolina,Zaratán,5,No,Manual ,Blanco,Todoterreno,Suzuki,S-Cross,Jimny 1.3 JLX Mode 3,,Todoterreno,140 km/h,14.1 s,7.1 l/100km,162g CO2/km,3665 mm / 1600 mm / 1705 mm,C,26.600€
3.0,2024,Gasolina,Zaratán,5,No,Manual ,Azul,Todoterreno,Suzuki,S-Cross,Jimny 1.3 JLX Mode 3,,Todoterreno,140 km/h,14.1 s,7.1 l/100km,162g CO2/km,3665 mm / 1600 mm / 1705 mm,C,27.000€
5.0,2024,Gasolina,Zaratán,3,No,Manual ,Blanco,puertas:,Suzuki,Jimny,Jimny 1.5 JX,,Todoterreno,145 km/h, s,6.8 l/100km,154g CO2/km,3480 mm / 1645 mm / 1720 mm,C,25.500€
5.0,2024,Gasolina,Zaratán,5,No,Automático ,Blanco,Berlina,Suzuki,Ignis,Ignis 1.2 AGS GLX,,Todoterreno,170 km/h,12.2 s,4.6 l/100km,104g CO2/km,3700 mm / 1690 mm / 1595 mm,C,20.990€
5.0,2024,Gasolina,Zaratán,5,No,Manual ,Azul,Berlina,Suzuki,Ignis,Ignis 1.2 AllGrip AUTO GLE,,Todoterreno,165 km/h,11.9 s,5 l/100km,114g CO2/km,3700 mm / 1690 mm / 1595 mm,C,19.200€
37.115,2020,Gasolina,Zaratán,5,No,Manual ,Naranja,Berlina,Suzuki,Ignis,Ignis 1.2 AllGrip AUTO GLE,,Todoterreno,165 km/h,11.9 s,5 l/100km,114g CO2/km,3700 mm / 1690 mm / 1595 mm,C,14.900€
5.0,2024,Gasolina,Zaratán,5,No,Manual ,Blanco,Berlina,Suzuki,Ignis,Ignis 1.2 AllGrip AUTO GLE,,Todoterreno,165 km/h,11.9 s,5 l/100km,114g CO2/km,3700 mm / 1690 mm / 1595 mm,C,21.350€
