KM,Año,Combustible,Ciudad,Nº puertas,Garantía,Cambio,Color,Carrocería,Marca,Modelo,Versión,Potencia,Tipo de carrocería,Velocidad máxima,Aceleracion,Consumo,Emisiones,Dimensiones,Etiqueta medioambiental,Precio
300.000,2008,Diésel,Móstoles,5,No,Manual ,Negro,Berlina,BMW,1 Series,118d 5p,,Turismo,210 km/h,9 s,4.5 l/100km,119g CO2/km,4239 mm / 1748 mm / 1421 mm,B,3.999€
540.000,2008,Híbrido (Gasolina),Cornellà,False,No,Manual ,Negro,Sedan,False,False,False,,False,False,False,False,False,False,False,4.150€
38.000,2005,Gasolina,Palma de Mallorca,4,Sí,Manual ,Beige,Turismo,Dacia,Logan,Logan 1.6 90 CV Laureate,87 CV,Turismo,175 km/h,11.5 s,7.3 l/100km,175g CO2/km,4250 mm / 1742 mm / 1525 mm,C,5.500€
13.303,2022,Gasolina,Valladolid,5,No,Manual ,Infra red,Berlina,KIA,Ceed,Ceed 5p 1.0 T-GDi Drive 73 kW (100 CV),100 CV,Turismo,183 km/h,11.8 s,5.3 l/100km,g CO2/km,4310 mm / 1800 mm / 1447 mm,C,18.900€
37.844,2022,Diésel,Jerez de la Frontera,4,No,Manual ,Blanco artico,Vehículo,False,False,False,102 CV,False,False,False,False,False,False,False,32.500€
11.500,2022,Eléctrico,Jerez de la Frontera,5,No,Automático ,Negro obsidiana,Monovolumen,Mercedes-Benz,EQV,EQV 300 Largo,204 CV,Monovolumen,140 km/h, s,28.2 l/100km,0g CO2/km,5140 mm / 1928 mm / 1901 mm,Cero,61.589€
12.209,2022,Diésel,Palma de Mallorca,4,No,Automático ,Azul espectral metalizado,Berlina,Mercedes-Benz,Clase C,C 220 d Berlina,200 CV,Turismo,240 km/h,6.9 s,4.4 l/100km,117g CO2/km,4686 mm / 1810 mm / 1442 mm,C,44.495€
189.500,2010,Diésel,Burgos,3,Sí,Manual ,Rojo,Berlina,Opel,Corsa,Corsa 3p Enjoy 1.3 CDTI,75 CV,Turismo,165 km/h,14.5 s,4.5 l/100km,g CO2/km,3839 mm / 1646 mm / 1440 mm,Sin etiqueta,4.999€
82.575,2020,Gasolina,Granollers,5,Sí,Manual ,Rojo,Familiar,Renault,Megane,Mégane Berlina Limited + Tce GPF 103 kW (140 CV),140 CV,Turismo,205 km/h,9.5 s,6.2 l/100km,123g CO2/km,4359 mm / 1814 mm / 1447 mm,C,16.485€
250.000,2010,Diésel,Cornellà,False,No,Manual ,Blanco,Cabriolet,Renault,Megane,Megane Sedan 1.5 dCi 85cv Dynamique eco2,,Turismo,171 km/h,14.5 s,4.5 l/100km,117g CO2/km,4498 mm / 1777 mm / 1460 mm,B,5.500€
125.000,2004,Gasolina,Cornellà,False,No,Manual ,Azul,Familiar,Ford,C-MAX,Focus C-Max Sport 2.0 145 CV,,Monovolumen,203 km/h,9.8 s,7.3 l/100km,g CO2/km,4333 mm / 1825 mm / 1595 mm,B,3.500€
144.946,2017,Diésel,Santpedor,2,No,Manual ,Blanco,Furgoneta,Fiat,Doblo,Dobló Panorama Emotion 1.6 Multijet 105 7 plazas,95 CV,Vehículo comercial,164 km/h,13.4 s,5.2 l/100km,138g CO2/km,4390 mm / 1832 mm / 1845 mm,B,9.438€
147.967,2018,Diésel,Barakaldo,5,No,Manual ,Negro,Berlina,Opel,Astra,Astra Sports Tourer Excellence 1.6 CDTI 81kW (110 CV),110 CV,Turismo familiar,195 km/h,11.4 s,3.8 l/100km,99g CO2/km,4702 mm / 1809 mm / 1510 mm,C,13.300€
10.737,2022,Híbrido,Palma de Mallorca,5,No,Manual ,Blanco,4x4,False,False,False,100 CV,False,False,False,False,False,False,False,20.500€
18.144,2021,Híbrido,Palma de Mallorca,5,No,Manual ,Rojo,4x4,False,False,False,100 CV,False,False,False,False,False,False,False,19.500€
7.474,2021,Híbrido,Palma de Mallorca,5,No,Manual ,Negro,4x4,False,False,False,100 CV,False,False,False,False,False,False,False,19.500€
21.749,2022,Gasolina,Palma de Mallorca,5,No,Manual ,Rojo,Berlina,KIA,Picanto,Picanto 1.0 DPi 49 kW (67 CV) Concept,67 CV,Turismo,161 km/h,14.6 s,5.1 l/100km,g CO2/km,3595 mm / 1595 mm / 1485 mm,C,13.900€
11.902,2022,Gasolina,Palma de Mallorca,5,No,Manual ,Azul,Berlina,KIA,Picanto,Picanto 1.0 DPi 49 kW (67 CV) Concept,67 CV,Turismo,161 km/h,14.6 s,5.1 l/100km,g CO2/km,3595 mm / 1595 mm / 1485 mm,C,13.900€
15.501,2022,Gasolina,Palma de Mallorca,5,No,Manual ,Rojo,Berlina,KIA,Picanto,Picanto 1.0 DPi 49 kW (67 CV) Concept,67 CV,Turismo,161 km/h,14.6 s,5.1 l/100km,g CO2/km,3595 mm / 1595 mm / 1485 mm,C,13.900€
28.336,2021,Híbrido,Palma de Mallorca,5,No,Manual ,Blanco,Berlina,False,False,False,136 CV,False,False,False,False,False,False,False,19.900€
44.256,2021,Diésel,Jerez de la Frontera,4,No,Manual ,Blanco artico,Vehículo,False,False,False,150 CV,False,False,False,False,False,False,False,43.439€
12,2023,Diésel,Olías del Rey,5,Sí,Manual ,Rojo,Todoterreno,Hyundai,TUCSON,Tucson 1.7 CRDi 85 kW (115 CV) 4x2 BlueDrive Essence,115 CV,Todoterreno,176 km/h,13.7 s,4.6 l/100km,119g CO2/km,4475 mm / 1850 mm / 1645 mm,C,29.900€
10,2023,Eléctrico,Olías del Rey,5,Sí,Automático ,Rojo,Todoterreno,False,False,False,265 CV,False,False,False,False,False,False,False,47.479€
150,2022,Gasolina,Sestao,5,Sí,Manual ,Blanco,Todoterreno,Cupra,Formentor,Formentor 1.5 TSI 110 kW (150 CV),149 CV,Todoterreno,204 km/h,8.9 s,6.4 l/100km,g CO2/km,4450 mm / 1839 mm / 1520 mm,C,33.300€
48.500,2019,Gasolina,Rivas Vaciamadrid,5,Sí,Automático ,Rojo,Berlina,Volkswagen,Golf,Golf 5p GTI TCR 2.0 TSI 213 kW (290 CV) DSG 7 vel.,290 CV,Turismo,250 km/h,5.6 s,6.7 l/100km,153g CO2/km,4268 mm / 1790 mm / 1482 mm,C,42.390€
6.000,2022,Eléctrico,Madrid,5,Sí,Automático ,Blanco,Todoterreno,Opel,Mokka,Mokka-e Ultimate,136 CV,Todoterreno,150 km/h,9 s,16.2 l/100km,0g CO2/km,4151 mm / 1791 mm / 1534 mm,Cero,25.000€
5,2022,Eléctrico,Orihuela,5,Sí,Automático ,Rojo,Todoterreno,Opel,Mokka,Mokka-e GS Line,136 CV,Todoterreno,150 km/h,9 s,17.7 l/100km,0g CO2/km,4151 mm / 1791 mm / 1534 mm,Cero,36.700€
10,2022,Diésel,Orihuela,5,Sí,Manual ,Blanco,Utilitario,Opel,Insignia,Insignia 4p Cosmo 2.0 CDTI ecoFLEX 160 CV,174 CV,Turismo,221 km/h,9.5 s,4.9 l/100km,129g CO2/km,4830 mm / 1856 mm / 1498 mm,B,34.400€
5,2022,Gasolina,Orihuela,5,Sí,Manual ,Negro,Todoterreno,Opel,Grandland X,Grandland X Ultimate 1.2 Turbo Start&Stop 96 kW (130 CV),130 CV,Todoterreno,197 km/h,10.4 s,6.5 l/100km,g CO2/km,4477 mm / 1856 mm / 1609 mm,C,30.900€
5,2022,Gasolina,Orihuela,5,Sí,Automático ,Rojo,Todoterreno,Opel,Grandland X,Grandland X Design Line 1.2 Turbo Start&Stop 96 kW (130 CV) Aut. 8v,130 CV,Todoterreno,196 km/h,10.4 s,5.3 l/100km,121g CO2/km,4477 mm / 1856 mm / 1609 mm,C,32.700€
5,2022,Eléctrico,Orihuela,5,Sí,Automático ,Rojo,Utilitario,Opel,Corsa,Corsa-e Edition,136 CV,Turismo,150 km/h,8.1 s,16.5 l/100km,0g CO2/km,4060 mm / 1765 mm / 1435 mm,Cero,29.200€
5,2022,Eléctrico,Orihuela,5,Sí,Automático ,Blanco,Utilitario,Opel,Corsa,Corsa-e Edition,136 CV,Turismo,150 km/h,8.1 s,16.5 l/100km,0g CO2/km,4060 mm / 1765 mm / 1435 mm,Cero,31.500€
5,2022,Eléctrico,Orihuela,5,Sí,Automático ,Rojo,Utilitario,Opel,Corsa,Corsa-e First Edition,136 CV,Turismo,150 km/h,8.1 s,17 l/100km,0g CO2/km,4060 mm / 1765 mm / 1435 mm,Cero,32.800€
41.558,2022,Gasolina,Palma de Mallorca,5,Sí,Manual ,Rojo,Utilitario,Peugeot,208,208 5p Active 1.2 PureTech 82,75 CV,Turismo,175 km/h,12.2 s,4.5 l/100km,104g CO2/km,3973 mm / 1739 mm / 1460 mm,C,15.050€
21.796,2022,Gasolina,Quintanar de la Orden,5,Sí,Manual ,Rojo,Berlina,Opel,Corsa,Corsa 1.2T 74 kW (100 CV) Edition,100 CV,Turismo,188 km/h,9.9 s,5.1 l/100km,g CO2/km,4060 mm / 1765 mm / 1435 mm,C,18.900€
1,2023,Gasolina,Sevilla,5,Sí,Manual ,Gris,Todoterreno,Opel,Grandland X,Grandland X Design & Tech 1.2 Turbo Start&Stop 96 kW (130 CV),130 CV,Todoterreno,197 km/h,10.4 s,6.2 l/100km,g CO2/km,4477 mm / 1856 mm / 1609 mm,C,27.500€
9.075,2023,Eléctrico,Canet d En Berenguer,5,Sí,Automático ,Negro,Monovolumen,Citroen,Berlingo,ë-Berlingo Talla XL Eléctrico 50 kWh Shine,136 CV,Vehículo comercial,135 km/h, s,20 l/100km,0g CO2/km,4753 mm / 1848 mm / 1801 mm,Cero,29.900€
115.000,2017,Diésel,Cadiz,4,Sí,Manual ,Azul,Familiar,Citroen,Berlingo,Berlingo Multispace Live BlueHDi 100,100 CV,Vehículo comercial,166 km/h,12.4 s,4.3 l/100km,113g CO2/km,4384 mm / 1810 mm / 1801 mm,C,15.990€
51.600,2019,Eléctrico,Sant Fruitos de Bages,5,Sí,Automático ,Negro,Todoterreno,KIA,Niro,e-Niro 100 kW (136 CV) batería 39 kWh Emotion,136 CV,Todoterreno,155 km/h,9.8 s,15.3 l/100km,0g CO2/km,4375 mm / 1805 mm / 1560 mm,Cero,21.900€
17.500,2022,Diésel,Tres Cantos,5,Sí,Manual ,Gris,Todoterreno,Citroen,C5 Aircross,C5 Aircross Live BlueHDi 130 S&S,131 CV,Todoterreno,189 km/h,10.4 s,4.1 l/100km,108g CO2/km,4500 mm / 1840 mm / 1654 mm,C,26.300€
23.632,2021,Eléctrico,Granada,5,Sí,Automático ,Gris,Todoterreno,Opel,Mokka,Mokka-e Edition,136 CV,Todoterreno,150 km/h,9 s,17.4 l/100km,0g CO2/km,4151 mm / 1791 mm / 1534 mm,Cero,31.100€
26.654,2021,Gasolina,Castellon,5,Sí,Manual ,Azul,Todoterreno,Opel,Mokka,Mokka 1.2 Turbo 96 kW (130 CV) Ultimate,130 CV,Todoterreno,202 km/h,9.1 s,5.5 l/100km,g CO2/km,4150 mm / 1790 mm / 1535 mm,C,23.100€
31.177,2021,Gasolina,Castellon,5,Sí,Manual ,Azul,Todoterreno,Opel,Mokka,Mokka 1.2 Turbo 96 kW (130 CV) Business Elegance,130 CV,Todoterreno,200 km/h,9.1 s,4.5 l/100km,103g CO2/km,4150 mm / 1790 mm / 1535 mm,C,22.400€
63.033,2021,Diésel,Castellon,5,Sí,Manual ,Gris,Todoterreno,Opel,Grandland X,Grandland X 2020 1.5 CDTi Start&Stop 96 kW (130 CV),130 CV,Todoterreno,192 km/h,10.9 s,5.2 l/100km,102g CO2/km,4477 mm / 1856 mm / 1609 mm,C,23.900€
40.845,2021,Gasolina,Castellon,5,Sí,Manual ,Azul,Todoterreno,Opel,Grandland X,Grandland X Design & Tech 1.2 Turbo Start&Stop 96 kW (130 CV),130 CV,Todoterreno,197 km/h,10.4 s,6.2 l/100km,g CO2/km,4477 mm / 1856 mm / 1609 mm,C,22.600€
58.800,2021,Gasolina,Castellon,5,Sí,Manual ,Rojo,Todoterreno,Opel,Grandland X,Grandland X Design Line 1.2 Turbo Start&Stop 96 kW (130 CV),130 CV,Todoterreno,188 km/h,10.1 s,5.3 l/100km,121g CO2/km,4477 mm / 1856 mm / 1609 mm,C,24.900€
30.256,2021,Gasolina,Castellon,5,Sí,Manual ,Gris,Todoterreno,Opel,Crossland,Crossland X Edition 1.2 Turbo Start&Stop 81 kW (110 CV),110 CV,Monovolumen,187 km/h,10.9 s,5 l/100km,107g CO2/km,4212 mm / 1765 mm / 1605 mm,C,19.100€
20.234,2021,Diésel,Castellon,5,Sí,Manual ,Gris,Berlina,Opel,Corsa,Corsa 1.5D 75 kW (102 CV) Elegance,102 CV,Turismo,188 km/h,10.2 s,3.2 l/100km,85g CO2/km,4060 mm / 1765 mm / 1435 mm,C,19.300€
48.334,2021,Gasolina,Castellon,5,Sí,Manual ,Gris,Berlina,Opel,Corsa,Corsa 1.2T 74 kW (100 CV) GS Line +,100 CV,Turismo,188 km/h,9.9 s,5.2 l/100km,g CO2/km,4060 mm / 1765 mm / 1435 mm,C,15.900€
18.883,2021,Gasolina,Castellon,5,Sí,Manual ,Rojo,Berlina,Opel,Corsa,Corsa 1.2T 74 kW (100 CV) GS Line +,100 CV,Turismo,188 km/h,9.9 s,5.2 l/100km,g CO2/km,4060 mm / 1765 mm / 1435 mm,C,17.200€
19.995,2021,Gasolina,Castellon,5,Sí,Manual ,Negro,Berlina,Opel,Corsa,Corsa 1.2T 74 kW (100 CV) GS Line +,100 CV,Turismo,188 km/h,9.9 s,5.2 l/100km,g CO2/km,4060 mm / 1765 mm / 1435 mm,C,16.900€
295.000,2005,Diésel,Palamós,5,Sí,Manual ,Negro,Berlina,SEAT,Leon,León 1.9 TDI 110 CV Stella,110 CV,Turismo,193 km/h,10.7 s,5.2 l/100km,g CO2/km,4183 mm / 1742 mm / 1439 mm,Sin etiqueta,2.490€
55.990,2018,Híbrido Enchufable (PHEV),A Coruña,5,Sí,Automático ,Granate,Todoterreno,False,False,False,230 CV,False,False,False,False,False,False,False,25.900€
20.700,2021,Híbrido (Gasolina),A Coruña,5,Sí,Automático ,Naranja,Todoterreno,KIA,XCeed,XCeed 1.6 PHEV eTech,141 CV,Todoterreno,160 km/h,11 s,1.7 l/100km,g CO2/km,4395 mm / 1826 mm / 1495 mm,Cero,26.500€
15.650,2022,Híbrido Enchufable (PHEV),A Coruña,5,Sí,Automático ,Azul,Todoterreno,KIA,XCeed,XCeed 1.6 PHEV eMotion,141 CV,Todoterreno,160 km/h,11 s,1.7 l/100km,g CO2/km,4395 mm / 1826 mm / 1495 mm,Cero,27.900€
72.990,2018,Gasolina,Alcorcón,5,Sí,Automático ,Gris,Todoterreno,Hyundai,TUCSON,Tucson 1.6 TGDi 130 kW (176 CV) 4x4 25 Aniversario 7DCT,177 CV,Todoterreno,201 km/h,9.1 s,7.5 l/100km,175g CO2/km,4475 mm / 1850 mm / 1645 mm,C,21.990€
37.500,2021,Diésel,San Fernando de Henares,4,Sí,Automático ,Blanco,Berlina,BMW,2 Series,218d Gran Coupé Aut.,150 CV,Turismo,222 km/h,8.5 s,4.8 l/100km,g CO2/km,4526 mm / 1800 mm / 1420 mm,C,34.990€
157.000,2017,,Málaga,5,Sí,Secuencial ,Negro,4,Mercedes-Benz,GLC,GLC 350 e 4MATIC,326 CV,Todoterreno,235 km/h,5.9 s,2.5 l/100km,59g CO2/km,4656 mm / 1890 mm / 1644 mm,ECO,31.900€
45.764,2020,Gasolina,San Javier,5,Sí,Automático ,Granate,Berlina,Peugeot,208,208 5p Active 1.2 PureTech 82 ETG5,75 CV,Turismo,178 km/h,15.9 s,4.1 l/100km,95g CO2/km,3962 mm / 1739 mm / 1460 mm,C,16.990€
164.000,2007,Diésel,Córdoba,5,Sí,Manual ,Oro,Dos,Citroen,C5,C5 Break HDi 110 FAP SX,109 CV,Turismo familiar,186 km/h,11.5 s,5.5 l/100km,142g CO2/km,4839 mm / 1780 mm / 1511 mm,B,3.400€
120.000,2015,Diésel,Murcia,5,Sí,Manual ,Gris,Berlina,Peugeot,308,308 5p Allure 1.6 e-HDi 115,116 CV,Turismo,191 km/h,10.9 s,3.8 l/100km,100g CO2/km,4253 mm / 1804 mm / 1457 mm,C,11.300€
20.000,2021,Gasolina,Huesca,5,Sí,Manual ,False,SUV,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Klass,120 CV,Todoterreno,181 km/h,12 s,6.3 l/100km,120g CO2/km,4165 mm / 1800 mm / 1550 mm,C,23.300€
37.131,2021,Gasolina,Madrid,5,No,Manual ,Negro,Todoterreno/SUV,Peugeot,5008,5008 Active PureTech 130 S&S,130 CV,Todoterreno,188 km/h,9.9 s,6.4 l/100km,g CO2/km,4641 mm / 1844 mm / 1646 mm,C,28.900€
23.620,2021,Híbrido,Cordovilla,5,No,Manual ,Rojo,Todoterreno/SUV,False,False,False,125 CV,False,False,False,False,False,False,False,21.900€
61.950,2019,Gasolina,Cordovilla,5,No,Manual ,Rojo,Todoterreno/SUV,Ford,KUGA,Kuga Titanium 1.5 EcoBoost Auto-Start-Stop 88 kW (120 CV) 4x2,120 CV,Todoterreno,180 km/h,12.5 s,7 l/100km,156g CO2/km,4531 mm / 1838 mm / 1703 mm,C,18.900€
15.600,2021,Gasolina,Oyarzun,False,No,Manual ,Cassa white (wd),22.900€,KIA,XCeed,XCeed 1.0 T-GDi Drive 88 kW (120 CV),120 CV,Todoterreno,186 km/h,11.3 s,6 l/100km,g CO2/km,4395 mm / 1826 mm / 1483 mm,C,22.900€
212.000,2016,Diésel,Puerto Lumbreras,4,No,Manual ,BLANCO,SUV/Todoterreno,False,False,False,100 CV,False,False,False,False,False,False,False,11.500€
86.900,2016,Diésel,Elche,5,Sí,Automático ,Blanco,Todoterreno,Mercedes-Benz,GLE,GLE 350 d 4MATIC,,Todoterreno,225 km/h,7.1 s,6.6 l/100km,174g CO2/km,4819 mm / 1935 mm / 1796 mm,C,38.900€
86.920,2017,Gasolina,Leganés,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,5008,5008 GT Line 1.2 PureTech 130 S&S,130 CV,Todoterreno,188 km/h,10.8 s,5.1 l/100km,117g CO2/km,4641 mm / 1844 mm / 1651 mm,C,19.995€
5,2023,Eléctrico,Canet d En Berenguer,4,Sí,Automático ,Blanco,Furgoneta,False,False,False,122 CV,False,False,False,False,False,False,False,51.400€
4,2022,Eléctrico,Castilleja de la Cuesta,5,Sí,Automático ,Rojo,Berlina,Opel,Corsa,Corsa-e Selection,136 CV,Turismo,150 km/h,8.1 s,17 l/100km,0g CO2/km,4060 mm / 1765 mm / 1435 mm,Cero,28.900€
50.500,2021,Diésel,Tres Cantos,5,Sí,Manual ,Gris,Todoterreno,Citroen,C3 Aircross,C3 Aircross BlueHDi 110 S&S Shine,110 CV,Todoterreno,187 km/h,10.5 s,4.7 l/100km,g CO2/km,4154 mm / 1756 mm / 1597 mm,C,17.900€
28.144,2021,Gasolina,Castellon,5,Sí,Manual ,Rojo,Todoterreno,Opel,Mokka,Mokka 1.2 Turbo 74 kW (100 CV) Edition,100 CV,Todoterreno,188 km/h,10.6 s,4.6 l/100km,104g CO2/km,4150 mm / 1790 mm / 1535 mm,C,21.900€
29.460,2021,Diésel,Castellon,5,Sí,Automático ,Gris,Todoterreno,Opel,Crossland,Crossland Business Elegance 1.5 Diesel 88 kW (120 CV) Aut.,120 CV,Monovolumen,183 km/h,11.5 s,5 l/100km,g CO2/km,4217 mm / 1765 mm / 1605 mm,C,20.800€
57.165,2021,Diésel,Castellon,5,Sí,Automático ,Gris,Todoterreno,Opel,Crossland,Crossland Business Elegance 1.5 Diesel 88 kW (120 CV) Aut.,120 CV,Monovolumen,183 km/h,11.5 s,5 l/100km,g CO2/km,4217 mm / 1765 mm / 1605 mm,C,20.800€
51.098,2021,Gasolina,Castellon,5,Sí,Manual ,Gris,Todoterreno,Opel,Crossland,Crossland X Edition 1.2 Turbo Start&Stop 81 kW (110 CV),110 CV,Monovolumen,187 km/h,10.9 s,5 l/100km,107g CO2/km,4212 mm / 1765 mm / 1605 mm,C,20.500€
20.801,2021,Gasolina,Castellon,5,Sí,Manual ,Granate,Berlina,Opel,Corsa,Corsa 1.2T 74 kW (100 CV) Edition,100 CV,Turismo,188 km/h,9.9 s,5.1 l/100km,g CO2/km,4060 mm / 1765 mm / 1435 mm,C,16.999€
30.793,2021,Gasolina,Castellon,5,Sí,Manual ,Gris,Berlina,Opel,Corsa,Corsa 1.2T 74 kW (100 CV) Edition,100 CV,Turismo,188 km/h,9.9 s,5.1 l/100km,g CO2/km,4060 mm / 1765 mm / 1435 mm,C,17.800€
42.897,2022,Gasolina,Castellon,5,Sí,Manual ,Blanco,Berlina,Opel,Corsa,Corsa 1.2T 74 kW (100 CV) GS Line +,100 CV,Turismo,188 km/h,9.9 s,5.2 l/100km,g CO2/km,4060 mm / 1765 mm / 1435 mm,C,16.500€
57.595,2021,Diésel,Castellon,5,Sí,Manual ,Azul,Monovolumen,Opel,Combo,Combo Life Edition Plus L 1.5 TD 75 kW (100 CV) Start/Stop,102 CV,Vehículo comercial,172 km/h, s,5.1 l/100km,g CO2/km,4403 mm / 1848 mm / 1841 mm,C,21.900€
40.527,2019,Diésel,Mataro,5,Sí,Automático ,Gris,Todoterreno,Alfa Romeo,Stelvio,Stelvio Executive 2.2 Diesel 154 kW (210 CV) AT8 Q4,210 CV,Todoterreno,215 km/h,6.6 s,5.7 l/100km,147g CO2/km,4687 mm / 1903 mm / 1671 mm,C,33.900€
107.250,2018,Diésel,Málaga,5,Sí,Automático ,Gris,Berlina,Mercedes-Benz,Clase A,A 180 d 7G-DCT,116 CV,Turismo,202 km/h,10.5 s,4.2 l/100km,111g CO2/km,4419 mm / 1796 mm / 1440 mm,C,22.490€
215.000,2013,Diésel,Barcelona,5,Sí,Manual ,Gris claro,Berlina,Honda,Civic,Civic 5p 1.6 i-DTEC Sport,121 CV,Turismo,207 km/h,10.5 s,3.7 l/100km,98g CO2/km,4285 mm / 1770 mm / 1472 mm,B,8.000€
156.000,2011,Gasolina,El Campello,4,No,Manual ,Azul,Berlina,Hyundai,Elantra,Elantra Tecno 1.6 MPI,132 CV,Turismo,200 km/h,10.7 s,6.4 l/100km,148g CO2/km,4530 mm / 1775 mm / 1445 mm,C,8.900€
35.000,2017,Gasolina,Ajalvir,False,Sí,Manual ,Rojo,Familiar,Opel,Astra,Astra 5p Dynamic 1.0 Turbo 77 kW (105 CV) Start/Stop,105 CV,Turismo,200 km/h,11.2 s,4.4 l/100km,102g CO2/km,4370 mm / 1809 mm / 1485 mm,C,12.990€
216.500,2004,Gasolina,San Isidro,4,Sí,Automático ,Negro,Turismo,Volvo,S80,S80 T6 Momentum,272 CV,Turismo,250 km/h,7.2 s,11.3 l/100km,g CO2/km,4822 mm / 1832 mm / 1434 mm,C,4.500€
21.200,2018,Gasolina,Barcelona,5,Sí,Manual ,False,SUV,SEAT,Arona,Arona 1.0 EcoTSI 70 kW (95 CV) Start/Stop Reference Plus,95 CV,Todoterreno,173 km/h,11.4 s,4.9 l/100km,111g CO2/km,4138 mm / 1780 mm / 1552 mm,C,14.900€
96.900,2019,Diésel,Valencia,5,Sí,Manual ,False,puertas:,Renault,Grand Scenic,Grand Scenic Zen Blue dCi 88 kW (120 CV) 7 plazas,120 CV,Monovolumen,185 km/h,15.2 s,4.8 l/100km,127g CO2/km,4634 mm / 1866 mm / 1655 mm,C,18.500€
15.502,2022,Gasolina,Sedaví,5,Sí,Manual ,Rojo,SUV,Hyundai,TUCSON,Tucson Maxx 1.6 T-GDI 110 kW (150 CV),150 CV,Todoterreno,189 km/h,10.3 s,6.7 l/100km,g CO2/km,4500 mm / 1865 mm / 1650 mm,C,25.500€
20.237,2022,Diésel,Sedaví,5,Sí,Manual ,Rojo,SUV,Hyundai,TUCSON,Tucson 1.7 CRDi 85 kW (115 CV) 4x2 BlueDrive Essence,116 CV,Todoterreno,176 km/h,13.7 s,4.6 l/100km,119g CO2/km,4475 mm / 1850 mm / 1645 mm,C,26.500€
4,2022,Diésel,Mollet del Vallès,5,No,Automático ,Negro,Todoterreno/SUV,Opel,Grandland,Grandland X 2020 1.5 CDTi Start&Stop 96 kW (130 CV) Aut. 8v,130 CV,Todoterreno,192 km/h,12.3 s,5.2 l/100km,99g CO2/km,4477 mm / 1856 mm / 1609 mm,C,31.270€
95.331,2017,Diésel,Zaragoza,5,No,Manual ,Blanco,Familiar,Fiat,Tipo,Tipo SW 1.6 Multijet II 88 kW (120 CV) Pop,120 CV,Turismo familiar,200 km/h,10.1 s,3.7 l/100km,98g CO2/km,4571 mm / 1792 mm / 1514 mm,C,11.900€
115.463,2015,Gasolina,Teruel,5,No,Manual ,Negro,Berlina,Opel,Insignia,Insignia 5p Excellence 1.4 Turbo Start & Stop,140 CV,Turismo,205 km/h,10.9 s,5.7 l/100km,134g CO2/km,4830 mm / 1856 mm / 1498 mm,C,13.990€
17.465,2020,Gasolina,Cordovilla,5,No,Manual ,Azul,Todoterreno/SUV,Ford,PUMA,Puma ST-Line 1.0 EcoBoost MHEV 92 kW (125 CV),125 CV,Todoterreno,191 km/h,9.8 s,5.5 l/100km,96g CO2/km,4207 mm / 1805 mm / 1534 mm,ECO,21.900€
71.661,2019,Gasolina,Burlada,5,No,Manual ,Blanco,Todoterreno/SUV,Peugeot,3008,3008 Allure 1.2 PureTech 130 S&S,130 CV,Monovolumen,199 km/h,10.8 s,5.2 l/100km,120g CO2/km,4365 mm / 1837 mm / 1639 mm,C,19.900€
79.292,2018,Gasolina,Burlada,5,No,Manual ,Blanco,Berlina,Peugeot,3008,3008 Allure 1.2 PureTech 130 S&S,130 CV,Monovolumen,199 km/h,10.8 s,5.2 l/100km,120g CO2/km,4365 mm / 1837 mm / 1639 mm,C,21.900€
107.000,2017,Diésel,Noain   Pamplona,5,No,Manual ,Azul,Familiar,Ford,Focus,Focus Sportbreak Trend+ 1.5 TDCi 88 kW (120 CV),120 CV,Turismo familiar,193 km/h,10.7 s,3.8 l/100km,105g CO2/km,4556 mm / 1823 mm / 1505 mm,C,11.950€
5.000,2022,Eléctrico,Vic,5,No,Automático ,Blanco,Todoterreno/SUV,Opel,Mokka,Mokka-e Ultimate,136 CV,Todoterreno,150 km/h,9 s,16.2 l/100km,0g CO2/km,4151 mm / 1791 mm / 1534 mm,Cero,35.990€
9.500,2022,Gasolina,Gran Canaria,4,No,Automático ,Manufaktur blanco opalita,Berlina,Mercedes-Benz,Clase C,C 300 Berlina,258 CV,Turismo,250 km/h,5.9 s,6.5 l/100km,148g CO2/km,4686 mm / 1810 mm / 1442 mm,C,45.600€
21.000,2022,Híbrido,Gran Canaria,5,No,Automático ,Blanco polar,Berlina,False,False,False,160 CV,False,False,False,False,False,False,False,30.900€
10.852,2021,Gasolina,Avila,5,No,Manual ,Blanco,Berlina,KIA,Rio,Rio 1.2 DPi 62 kW (84 CV) Drive,84 CV,Turismo,173 km/h,13.1 s,5.4 l/100km,g CO2/km,4065 mm / 1725 mm / 1450 mm,C,14.300€
46.013,2020,Híbrido,Figueres,5,No,Automático ,Santorini black,4x4,False,False,False,150 CV,False,False,False,False,False,False,False,36.850€
10.233,2023,Eléctrico,Perillo,5,No,Automático ,Azul sodalita metalizado,4x4,Mercedes-Benz,EQS,EQS SUV 580 4MATIC 7 plazas,544 CV,Todoterreno,210 km/h,4.6 s,21 l/100km,0g CO2/km,5125 mm / 1959 mm / 1718 mm,Cero,155.000€
19.244,2023,Diésel,Perillo,4,No,Automático ,Negro noche,puertas:,Mercedes-Benz,Clase A,A 180 d Sedán,116 CV,Turismo,206 km/h,9.9 s,5 l/100km,g CO2/km,4558 mm / 1796 mm / 1446 mm,C,38.900€
