KM,Año,Combustible,Ciudad,Nº puertas,Garantía,Cambio,Color,Carrocería,Marca,Modelo,Versión,Potencia,Tipo de carrocería,Velocidad máxima,Aceleracion,Consumo,Emisiones,Dimensiones,Etiqueta medioambiental,Precio
82.482,2021,Diésel,Valencia,5,Sí,Manual ,Rojo,Todoterreno,Opel,Grandland X,Grandland X Selective Pro 1.5 CDTi Start&Stop 96 kW (130 CV),130 CV,Todoterreno,195 km/h,11.3 s,4.1 l/100km,108g CO2/km,4477 mm / 1856 mm / 1609 mm,C,17.695€
17.000,2021,Gasolina,Valencia,3,Sí,Automático ,Gris,Berlina,Mini,Hatchback,John Cooper Works 3 puertas Aut.,231 CV,Turismo,246 km/h,6.1 s,5.7 l/100km,133g CO2/km,3874 mm / 1727 mm / 1414 mm,C,40.900€
66.279,2022,Diésel,Valencia,5,Sí,Manual ,Azul,Todoterreno,Cupra,Formentor,Formentor 2.0 TDI 110 kW (150 CV),149 CV,Todoterreno,205 km/h,9.3 s,4.9 l/100km,g CO2/km,4450 mm / 1839 mm / 1520 mm,C,25.795€
6.100,2023,Gasolina,Valencia,5,Sí,Automático ,Gris,Berlina,Citroen,C4,C4 SpaceTourer PureTech 130 S&S Shine EAT8,130 CV,Monovolumen,200 km/h,10.8 s,5.1 l/100km,117g CO2/km,4438 mm / 1826 mm / 1610 mm,C,25.495€
13.504,2023,Diésel,Valencia,5,Sí,Manual ,Gris,Berlina,Citroen,C3,C3 BlueHDi 100 S&S Shine,102 CV,Turismo,188 km/h,10.2 s,4.5 l/100km,90g CO2/km,3996 mm / 1749 mm / 1474 mm,C,17.995€
227.799,2016,Diésel,Valencia,5,Sí,Automático ,Negro,Familiar,Audi,A6 Allroad,A6 allroad quattro 3.0 TDI 204 CV S tronic,217 CV,Turismo familiar,223 km/h,7.5 s,6.1 l/100km,159g CO2/km,4940 mm / 1898 mm /  mm,B,19.495€
166.141,2018,Diésel,Gipuzkoa,4,Sí,Automático ,Azul,Berlina,Volkswagen,Passat,Passat Advance 2.0 TDI 140 CV DSG,150 CV,Turismo,206 km/h,9.8 s,6.5 l/100km,172g CO2/km,4765 mm / 1820 mm / 1472 mm,B,16.990€
99.000,2019,Diésel,Huesca,5,Sí,Automático ,Blanco,Todoterreno,SEAT,Tarraco,Tarraco 2.0 TDI 140 kW (190 CV) DSG-7 Start&Stop 4Drive Xcellence,190 CV,Todoterreno,210 km/h,8 s,5.6 l/100km,147g CO2/km,4735 mm / 1839 mm / 1658 mm,C,24.790€
42.120,2022,Gasolina,Málaga,5,Sí,Manual ,Azul,Berlina,Ford,Focus,Focus Active Berlina 1.0 EcoBoost 92 kW (125 CV),125 CV,Turismo,196 km/h,10.3 s,4.8 l/100km,107g CO2/km,4397 mm / 1844 mm / 1502 mm,C,19.480€
19.000,2021,Gasolina,León,5,Sí,Manual ,Otros,Todoterreno,KIA,Stonic,Stonic 1.2 DPi 62 kW (84 CV) Concept,84 CV,Todoterreno,165 km/h,13.5 s,6.7 l/100km,156g CO2/km,4140 mm / 1760 mm / 1500 mm,C,14.990€
80.000,2017,Diésel,Granollers,5,Sí,Automático ,Otros,Todoterreno,Land Rover,Discovery Sport,Discovery Sport 2.0 Td4 132 kW (180 CV) Aut. 4x4 HSE,180 CV,Todoterreno,188 km/h,8.9 s,5.3 l/100km,139g CO2/km,4589 mm / 1894 mm / 1724 mm,C,22.490€
61.200,2018,Gasolina,Granollers,5,Sí,Manual ,Otros,Todoterreno,Nissan,X-Trail,X-Trail DIG-T 120 kW (163 CV) Tekna,163 CV,Todoterreno,200 km/h,9.7 s,6.4 l/100km,149g CO2/km,4690 mm / 1820 mm / 1710 mm,C,19.990€
91.654,2019,Diésel,Alcorcón,5,Sí,Manual ,Negro,Monovolumen,Toyota,Proace,PROACE Verso Family Medio 2.0D 110 kW (150 CV) Advance 8 plazas,150 CV,Vehículo comercial,170 km/h,13 s,5.6 l/100km,147g CO2/km,4959 mm / 1920 mm / 1940 mm,C,31.990€
44.000,2020,Gasolina,Puebla de Sancho Pérez,5,Sí,Automático ,Marrón,Todoterreno,Renault,Koleos,Koleos Zen TCe GPF 118 kW (160 CV) EDC,160 CV,Todoterreno,200 km/h,7.5 s,6.8 l/100km,g CO2/km,4673 mm / 1843 mm / 1667 mm,C,24.980€
119.785,2017,Diésel,Puebla de Sancho Pérez,5,Sí,Automático ,Blanco,Todoterreno,Hyundai,TUCSON,Tucson 1.7 CRDi 104 kW (141 CV) 4x2 BlueDrive DCT Tecno,141 CV,Todoterreno,185 km/h,11.5 s,4.9 l/100km,129g CO2/km,4475 mm / 1850 mm / 1645 mm,C,18.480€
124.620,2018,Diésel,León,5,Sí,Manual ,Otros,Monovolumen,False,False,False,131 CV,False,False,False,False,False,False,False,17.490€
111.300,2018,Diésel,Valladolid,5,Sí,Automático ,Marrón,Vehículo,Mercedes-Benz,Clase V,V 220 CDI Extralargo 7G-TRONIC PLUS,163 CV,Monovolumen,194 km/h,10.8 s,5.7 l/100km,149g CO2/km,5370 mm / 1928 mm / 1880 mm,C,38.490€
20.050,2022,Híbrido (Gasolina),León,5,Sí,Automático ,Otros,Todoterreno,False,False,False,122 CV,False,False,False,False,False,False,False,26.990€
100.995,2015,Diésel,León,5,Sí,Manual ,Otros,Monovolumen,Renault,Scenic,Scénic Expression Energy dCi 110 Stop&Start,110 CV,Monovolumen,180 km/h,12.5 s,4.1 l/100km,105g CO2/km,4366 mm / 1845 mm / 1640 mm,B,9.490€
92.990,2018,Diésel,Vitoria Gasteiz,2,Sí,Automático ,Negro,Deportivo,Mercedes-Benz,Clase C,C 250 d Coupé,204 CV,Coupé,247 km/h,6.7 s,4.4 l/100km,115g CO2/km,4686 mm / 1810 mm / 1405 mm,C,32.490€
84.000,2019,Gasolina,Albacete,5,Sí,Manual ,Rojo,Berlina,Skoda,Scala,Scala 1.0 TSI 85 kW (115 CV) Ambition,116 CV,Turismo,201 km/h,9.8 s,5 l/100km,113g CO2/km,4362 mm / 1793 mm / 1471 mm,C,14.990€
111.000,2015,Diésel,Albacete,5,Sí,Manual ,Negro,Familiar,Peugeot,508,508 SW Active 2.0 HDi 163,150 CV,Turismo familiar,222 km/h,8.9 s,4 l/100km,130g CO2/km,4813 mm / 1853 mm / 1476 mm,B,12.290€
110.000,2019,Gasolina,Albacete,5,Sí,Manual ,Blanco,Berlina,SEAT,Leon,León 5p 1.5 EcoTSI 96 kW (130 CV) Start&Stop Style,130 CV,Turismo,203 km/h,9.4 s,4.9 l/100km,111g CO2/km,4282 mm / 1816 mm / 1459 mm,C,14.990€
68.000,2017,Gasolina,Albacete,5,Sí,Automático ,Granate,Berlina,Nissan,Qashqai,Qashqai 4x2 DIG-T 85 kW (115 CV) XTRONIC N-Vision,115 CV,Todoterreno,173 km/h,12.9 s,5.8 l/100km,133g CO2/km,4377 mm / 1806 mm / 1590 mm,C,16.790€
79.499,2018,Gasolina,Sevilla,2,Sí,Automático ,Gris,Deportivo,Audi,A5,A5 Coupé 2.0 TFSI 185 KW (252 CV) quattro-ultra S tronic,252 CV,Coupé,250 km/h,5.8 s,6.2 l/100km,141g CO2/km,4673 mm / 1846 mm / 1371 mm,C,29.980€
41.796,2022,Gasolina,Sevilla,5,Sí,Manual ,Rojo,Berlina,Renault,Clio,Clio RS Line TCe 67 kW (91 CV),90 CV,Turismo,180 km/h,12.2 s,5.2 l/100km,g CO2/km,4050 mm / 1798 mm / 1440 mm,C,12.470€
97.053,2020,Diésel,Sevilla,5,Sí,Manual ,Gris,Berlina,Ford,Focus,Focus Berlina ST-Line 1.5 EcoBlue 88 kW (120 CV),120 CV,Turismo,196 km/h,10 s,3.6 l/100km,92g CO2/km,4378 mm / 1825 mm / 1471 mm,C,17.990€
119.998,2017,Diésel,Córdoba,4,Sí,Automático ,Negro,Berlina,Infiniti,Q70,Q70 2.2d,170 CV,Turismo,220 km/h,8.9 s,4.9 l/100km,129g CO2/km,4980 mm / 1845 mm / 1493 mm,C,18.490€
152.066,2017,Diésel,Alicante,5,Sí,Manual ,Amarillo,Berlina,Volkswagen,Golf,Golf Variant Sport 1.6 TDI 105 CV,115 CV,Turismo familiar,190 km/h,11.9 s,4.5 l/100km,119g CO2/km,4534 mm / 1781 mm / 1504 mm,B,15.990€
68.000,2017,Diésel,Finestrat,3,Sí,Manual ,Beige,Berlina,Mini,Hatchback,Cooper SD 3 puertas,170 CV,Turismo,227 km/h,7.3 s,4 l/100km,106g CO2/km,3850 mm / 1727 mm / 1414 mm,C,23.990€
107.030,2016,Diésel,Alicante,5,Sí,Manual ,Negro,Todoterreno,False,False,False,136 CV,False,False,False,False,False,False,False,11.990€
19.600,2022,Gasolina,Alicante,5,Sí,Automático ,Blanco,Todoterreno,Volkswagen,T-Roc,T-Roc Advance Style 1.5 TSI 110 kW (150 CV) DSG 7 vel.,150 CV,Todoterreno,205 km/h,8.4 s,6.8 l/100km,124g CO2/km,4234 mm / 1819 mm / 1573 mm,C,27.890€
119.400,2016,Gasolina,Alicante,5,Sí,Manual ,Blanco,Todoterreno,Hyundai,TUCSON,Tucson 1.6 GDi 96 kW (131 CV) 4x2 BlueDrive Essence,131 CV,Todoterreno,182 km/h,11.5 s,6.3 l/100km,147g CO2/km,4475 mm / 1850 mm / 1645 mm,C,14.290€
147.726,2018,Diésel,Alicante,5,Sí,Manual ,Blanco,Berlina,Renault,Megane,Mégane Berlina Bose Energy dCi 110 S&S,110 CV,Turismo,190 km/h,12.1 s,3.6 l/100km,93g CO2/km,4302 mm / 1808 mm / 1471 mm,C,12.790€
23.200,2023,Híbrido (Gasolina),Viladecans,5,Sí,Manual ,Verde,Todoterreno,False,False,False,160 CV,False,False,False,False,False,False,False,26.990€
47.858,2021,Híbrido (Gasolina),Mataró,5,Sí,Automático ,Negro,Todoterreno,False,False,False,158 CV,False,False,False,False,False,False,False,30.990€
52.976,2018,Eléctrico,Alcalá de Henares,5,Sí,Automático ,Negro,Utilitario,Smart,Forfour,forfour electric drive,82 CV,Turismo,130 km/h,12.7 s, l/100km,0g CO2/km,3495 mm / 1665 mm / 1554 mm,Cero,14.990€
7.905,2022,Híbrido (Gasolina),Alcalá de Henares,5,Sí,Automático ,Plateado,Berlina,KIA,Niro,Niro 1.6 HEV Drive,141 CV,Todoterreno,164 km/h,11.5 s,4.9 l/100km,86g CO2/km,4355 mm / 1805 mm / 1535 mm,ECO,32.990€
74.524,2020,Diésel,Alcalá de Henares,4,Sí,Manual ,Blanco,Vehículo,Fiat,Talento,Bravo Easy 1.6 Multijet 120 CV,120 CV,Turismo,195 km/h,10.5 s,4.7 l/100km,122g CO2/km,4336 mm / 1792 mm / 1498 mm,B,21.590€
75.289,2018,Gasolina,Alcalá de Henares,5,Sí,Manual ,Negro,Berlina,Citroen,C3,C3 Picasso VTi 120 Exclusive,110 CV,Monovolumen,188 km/h,10.9 s,6.4 l/100km,149g CO2/km,4078 mm / 1766 mm / 1670 mm,C,12.490€
76.737,2017,Diésel,Vigo,5,Sí,Manual ,Otros,Monovolumen,Volkswagen,Touran,Touran Advance 2.0 TDI CR 150 CV BMT,150 CV,Monovolumen,208 km/h,9.3 s,4.4 l/100km,116g CO2/km,4527 mm / 1829 mm / 1659 mm,C,23.990€
78.362,2017,Gasolina,Sabadell,5,Sí,Manual ,Gris,Berlina,Toyota,Auris,Auris Touring Sports 120T Feel!,116 CV,Turismo familiar,195 km/h,10.4 s,5.5 l/100km,126g CO2/km,4595 mm / 1760 mm / 1485 mm,C,14.990€
112.905,2016,Gasolina,Xátiva,5,Sí,Manual ,Blanco,Todoterreno,SsangYong,Tivoli,Tivoli G16 4x2 Premium,128 CV,Todoterreno,181 km/h, s,6.6 l/100km,154g CO2/km,4202 mm / 1798 mm / 1590 mm,C,12.750€
140.000,2019,Diésel,Galdakao,5,Sí,Automático ,Otros,Familiar,Skoda,Superb,Superb Combi 2.0 TDI 140 kW (190 CV) AdBlue DSG 7 vel. 4x4 Ambition,190 CV,Turismo familiar,221 km/h,8.1 s,5.2 l/100km,136g CO2/km,4856 mm / 1864 mm / 1477 mm,C,23.790€
73.141,2021,Gasolina,Vilagarcía de Arousa,5,Sí,Automático ,Blanco,Berlina,SEAT,Ibiza,Ibiza 1.5 TSI 110 kW (150 CV) DSG-7 Start&Stop FR Go,150 CV,Turismo,219 km/h,8.2 s,6.1 l/100km,g CO2/km,4059 mm / 1780 mm / 1444 mm,C,20.990€
1.850,2023,Diésel,Castellón,5,Sí,Manual ,Otros,Monovolumen,Peugeot,Rifter,Rifter Allure Standard BlueHDi 100,102 CV,Vehículo comercial,175 km/h, s,5.2 l/100km,g CO2/km,4403 mm / 1848 mm / 1796 mm,C,24.490€
128.284,2019,Diésel,Córdoba,4,Sí,Manual ,Blanco,Monovolumen,Peugeot,Rifter,Rifter Access Standard BlueHDi 100,100 CV,Vehículo comercial,175 km/h, s,4.3 l/100km,112g CO2/km,4403 mm / 1848 mm / 1796 mm,C,13.990€
76.618,2020,Diésel,Talavera de la Reina,5,Sí,Manual ,Rojo,Berlina,Peugeot,508,508 Allure BlueHDi 130 S&S,130 CV,Turismo,208 km/h,9.7 s,3.8 l/100km,101g CO2/km,4750 mm / 1860 mm / 1410 mm,C,19.490€
85.000,2017,Gasolina,Vigo,5,Sí,Manual ,Otros,Todoterreno,Peugeot,5008,5008 Active 1.2 PureTech 130 S&S,130 CV,Todoterreno,188 km/h,10.8 s,5.1 l/100km,117g CO2/km,4641 mm / 1844 mm / 1651 mm,C,18.790€
41.300,2020,Gasolina,Alicante,5,Sí,Automático ,Gris,Todoterreno,Peugeot,5008,5008 Allure PureTech 130 S&S EAT8,130 CV,Todoterreno,188 km/h,11.8 s,5.3 l/100km,122g CO2/km,4641 mm / 1844 mm / 1651 mm,C,23.990€
57.743,2022,Gasolina,Huesca,5,Sí,Automático ,Blanco,Berlina,Peugeot,308,308 SW Allure 1.2 PureTech 130 S&S EAT8,130 CV,Turismo familiar,203 km/h,10.2 s,5.4 l/100km,125g CO2/km,4585 mm / 1804 mm / 1470 mm,C,21.390€
154.995,2017,Diésel,Olías del Rey,5,Sí,Automático ,Otros,Todoterreno,Peugeot,3008,3008 GT Line 1.6 BlueHDi 120 S&S EAT6,120 CV,Todoterreno,185 km/h,11.6 s,4.2 l/100km,108g CO2/km,4447 mm / 1841 mm / 1624 mm,C,17.490€
102.000,2019,Gasolina,Zaragoza,5,Sí,Manual ,Marrón,Todoterreno,Peugeot,3008,3008 Allure 1.2 PureTech 130 S&S,130 CV,Monovolumen,199 km/h,10.8 s,5.2 l/100km,120g CO2/km,4365 mm / 1837 mm / 1639 mm,C,19.390€
36.100,2018,Gasolina,Badajoz,5,Sí,Manual ,Naranja,Todoterreno,Peugeot,3008,3008 Crossway 1.2 PureTech 130 S&S,130 CV,Monovolumen,199 km/h,10.8 s,5.2 l/100km,120g CO2/km,4365 mm / 1837 mm / 1639 mm,C,17.490€
75.337,2019,Diésel,Badajoz,5,Sí,Manual ,Gris,Todoterreno,Peugeot,2008,2008 GT Line 1.6 BlueHDi 100 S&S,100 CV,Todoterreno,182 km/h,10.6 s,3.5 l/100km,91g CO2/km,4159 mm / 1739 mm / 1570 mm,C,15.990€
70.000,2020,Gasolina,El Zabal,5,Sí,Manual ,Rojo,Todoterreno,Peugeot,2008,2008 GT Line 1.2 PureTech 130 S&S EAT6,130 CV,Todoterreno,203 km/h, s,5.2 l/100km,118g CO2/km,4159 mm / 1739 mm / 1570 mm,C,18.490€
36.700,2020,Gasolina,Alicante,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,2008,2008 GT Line 1.2 PureTech 130 S&S EAT6,130 CV,Todoterreno,203 km/h, s,5.2 l/100km,118g CO2/km,4159 mm / 1739 mm / 1570 mm,C,19.690€
54.062,2021,Diésel,Zaragoza,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,2008,2008 Active BlueHDi 110,110 CV,Todoterreno,201 km/h,9.5 s,4.4 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,17.990€
135.000,2015,Gasolina,Puebla de Sancho Pérez,5,Sí,Manual ,Rojo,Berlina,Opel,Corsa,Corsa 5p Expression 1.4 90 CV,90 CV,Turismo,175 km/h,13.2 s,5.2 l/100km,120g CO2/km,4021 mm / 1746 mm / 1481 mm,C,7.480€
27.566,2022,Gasolina,Gijón,5,Sí,Manual ,Azul,Berlina,Opel,Corsa,Corsa 1.2T 74 kW (100 CV) GS Line +,100 CV,Turismo,188 km/h,9.9 s,5.2 l/100km,g CO2/km,4060 mm / 1765 mm / 1435 mm,C,13.990€
85.894,2016,Diésel,Málaga,5,Sí,Manual ,Negro,Berlina,Opel,Astra,Astra 5p Selective 1.6 CDTI Start/Stop 136 CV,136 CV,Turismo,200 km/h,10.3 s,3.9 l/100km,104g CO2/km,4419 mm / 1814 mm / 1510 mm,B,11.980€
133.414,2017,Gasolina,Vitoria Gasteiz,5,Sí,Manual ,Blanco,Berlina,Opel,Astra,Astra 5p Dynamic 1.4 Turbo 92 kW (125 CV) Start/Stop,125 CV,Turismo,205 km/h,9.5 s,5.1 l/100km,117g CO2/km,4370 mm / 1809 mm / 1485 mm,C,11.490€
25.753,2023,Híbrido (Gasolina),Olías del Rey,5,Sí,Automático ,Blanco,Todoterreno,False,False,False,158 CV,False,False,False,False,False,False,False,28.990€
24.529,2023,Híbrido (Gasolina),Valladolid,5,Sí,Automático ,Otros,Todoterreno,False,False,False,158 CV,False,False,False,False,False,False,False,27.490€
32.053,2022,Híbrido (Gasolina),Paterna,5,Sí,Manual ,Gris,Todoterreno,False,False,False,140 CV,False,False,False,False,False,False,False,22.990€
32.484,2019,Eléctrico,Jaén,5,Sí,Automático ,Blanco,Vehículo,Nissan,NV200,e-NV200 Evalia 40 kWh 7 plazas,109 CV,Vehículo comercial,123 km/h, s,25.9 l/100km,0g CO2/km,4560 mm / 1755 mm / 1858 mm,Cero,20.990€
133.414,2016,Diésel,Mairena del Aljarafe,5,Sí,Automático ,Gris,Vehículo,Mercedes-Benz,Clase V,V 220 CDI Compacto 7G-TRONIC PLUS,163 CV,Monovolumen,194 km/h,10.8 s,5.7 l/100km,149g CO2/km,4895 mm / 1928 mm / 1880 mm,C,39.480€
47.595,2019,Diésel,Biscay,5,Sí,Manual ,Otros,Berlina,Mercedes-Benz,Clase A,A 180 CDI BlueEFFICIENCY,116 CV,Turismo,190 km/h,11.3 s,3.8 l/100km,98g CO2/km,4292 mm / 1780 mm / 1433 mm,B,23.990€
21.990,2021,Híbrido (Gasolina),Vigo,4,Sí,Manual ,Otros,Berlina,False,False,False,186 CV,False,False,False,False,False,False,False,25.990€
89.803,2020,Híbrido (Gasolina),Móstoles,5,Sí,Automático ,Negro,Todoterreno,False,False,False,150 CV,False,False,False,False,False,False,False,31.490€
69.990,2019,Gasolina,Vitoria Gasteiz,5,Sí,Manual ,Azul,Todoterreno,KIA,Sportage,Sportage 1.6 GDi 135 CV Maracaná 4x2,132 CV,Todoterreno,178 km/h,11.1 s,6.8 l/100km,158g CO2/km,4440 mm / 1855 mm / 1630 mm,C,18.490€
108.159,2018,Diésel,Olías del Rey,5,Sí,Automático ,Otros,Todoterreno,Jeep,Grand Cherokee,Grand Cherokee 3.0 V6 CRD Overland 241 CV,250 CV,Todoterreno,202 km/h,8.2 s,8.3 l/100km,218g CO2/km,4822 mm / 1943 mm / 1764 mm,B,32.990€
93.000,2018,Gasolina,Tarragona,5,Sí,Automático ,Azul,Berlina,Hyundai,i20,"i20 Active 1.0 T-GDi 73,6 kW (100 CV) DCT Tecno",100 CV,Turismo,182 km/h,11.4 s,5.3 l/100km,120g CO2/km,4065 mm / 1760 mm / 1529 mm,C,15.290€
108.620,2018,Gasolina,Olías del Rey,5,Sí,Automático ,Otros,Berlina,Honda,Civic,Civic 5p 1.0 Turbo VTEC Elegance CVT,129 CV,Turismo,200 km/h,10.8 s,4.7 l/100km,107g CO2/km,4518 mm / 1799 mm / 1434 mm,C,18.990€
70.872,2021,Híbrido (Gasolina),Roquetas de Mar,5,Sí,Manual ,Rojo,Berlina,False,False,False,125 CV,False,False,False,False,False,False,False,16.780€
46.990,2018,Gasolina,Castellón,3,Sí,Manual ,Otros,Berlina,Ford,Fiesta,Fiesta 3p ST-Line 1.0 EcoBoost 73.5 kW (100 CV) S/S,100 CV,Turismo,183 km/h,10.5 s,4.3 l/100km,97g CO2/km,4065 mm / 1735 mm / 1466 mm,C,14.490€
101.545,2013,Diésel,Alicante,5,Sí,Automático ,Rojo,Monovolumen,Ford,C-MAX,C-MAX Titanium 2.0 TDCi 140 CV PowerShift,140 CV,Monovolumen,200 km/h,10.1 s,5.5 l/100km,144g CO2/km,4380 mm / 1828 mm / 1626 mm,B,10.990€
17.000,2022,Gas Licuado (GLP),Iurreta,5,Sí,Manual ,Gris,Familiar,Dacia,Jogger,Jogger ECO-G 74 kW (100 CV) Extreme Go 5 plazas,100 CV,Turismo familiar,175 km/h,12.5 s,4.3 l/100km,g CO2/km,4547 mm / 1784 mm / 1632 mm,ECO,19.990€
79.000,2015,Diésel,Badajoz,5,Sí,Manual ,Blanco,Monovolumen,Citroen,Grand C4 Picasso,Grand C4 Picasso Millenium  HDi 150,150 CV,Monovolumen,195 km/h,10.2 s,5.4 l/100km,140g CO2/km,4590 mm / 1830 mm / 1680 mm,B,15.490€
100.059,2018,Gasolina,Paterna,5,Sí,Manual ,Gris,Monovolumen,Citroen,C4 SpaceTourer,C4 SpaceTourer PureTech 110 S&S Live,110 CV,Monovolumen,187 km/h,11.5 s,5.1 l/100km,115g CO2/km,4438 mm / 1826 mm / 1610 mm,C,16.490€
76.500,2021,Gasolina,Santander,5,Sí,Manual ,Rojo,Berlina,Citroen,C4,C4 PureTech 130 S&S Feel Pack,130 CV,Turismo,210 km/h,8.9 s,5.4 l/100km,g CO2/km,4360 mm / 1800 mm / 1525 mm,C,16.490€
60.000,2016,Gasolina,Girona,5,Sí,Manual ,Gris,Monovolumen,Citroen,C4 Picasso,C4 Picasso VTi 120 Premier,110 CV,Monovolumen,186 km/h,12.1 s,7.4 l/100km,174g CO2/km,4470 mm / 1830 mm / 1680 mm,C,11.490€
12.000,2018,Gasolina,Salamanca,5,Sí,Manual ,Otros,Berlina,Citroen,C4 Cactus,C4 Cactus PureTech 82 Feel Edition,82 CV,Turismo,169 km/h,12.9 s,4.6 l/100km,107g CO2/km,4157 mm / 1729 mm / 1480 mm,C,14.490€
128.188,2016,Diésel,Roquetas de Mar,5,Sí,Automático ,Gris,Berlina,BMW,7 Series,730Ld xDrive,265 CV,Turismo,250 km/h,5.9 s,5.2 l/100km,137g CO2/km,5238 mm / 1902 mm / 1485 mm,C,33.980€
102.866,2019,Diésel,Gipuzkoa,5,Sí,Automático ,Negro,Familiar,BMW,3 Series,318d Touring Aut.,150 CV,Turismo familiar,210 km/h,9.6 s,5.4 l/100km,142g CO2/km,4527 mm / 1817 mm / 1418 mm,B,18.990€
75.879,2019,Diésel,Vitoria Gasteiz,5,Sí,Manual ,Rojo,Berlina,BMW,1 Series,118d 5p,150 CV,Turismo,210 km/h,9 s,4.5 l/100km,119g CO2/km,4239 mm / 1748 mm / 1421 mm,B,19.490€
75.787,2021,Gasolina,Paterna,3,Sí,Manual ,Rojo,Berlina,Abarth,500,500 1.4 16v T-Jet 135 CV,145 CV,Turismo,205 km/h,7.9 s,6.5 l/100km,155g CO2/km,3657 mm / 1627 mm / 1485 mm,C,21.490€
69.617,2020,Gasolina,Taco   la Laguna,5,Sí,Automático ,Gris,Todoterreno,Porsche,Macan,Macan,245 CV,Todoterreno,225 km/h,6.7 s,8.1 l/100km,185g CO2/km,4697 mm / 1923 mm / 1624 mm,C,61.900€
70.463,2020,Diésel,Taco   la Laguna,5,Sí,Manual ,Azul,Todoterreno,BMW,X2,X2 sDrive18d,150 CV,Todoterreno,207 km/h,9.3 s,4.3 l/100km,113g CO2/km,4360 mm / 1824 mm / 1526 mm,C,27.900€
104.306,2016,Diésel,Taco   la Laguna,5,Sí,Manual ,Blanco,Todoterreno,BMW,X1,X1 sDrive18d,150 CV,Todoterreno,200 km/h,9.6 s,5.2 l/100km,136g CO2/km,4454 mm / 1798 mm / 1545 mm,B,18.900€
18.900,2022,Híbrido (Gasolina),Taco   la Laguna,4,Sí,Automático ,Gris,Berlina,BMW,3 Series,330e Berlina,292 CV,Turismo,230 km/h,5.8 s,1.7 l/100km,37g CO2/km,4709 mm / 1827 mm / 1442 mm,Cero,42.500€
131.301,2017,Diésel,Taco   la Laguna,5,Sí,Automático ,Blanco,Utilitario,BMW,1 Series,118d 5p Aut.,150 CV,Turismo,212 km/h,8.9 s,4.4 l/100km,116g CO2/km,4324 mm / 1765 mm / 1421 mm,B,18.900€
250.000,2009,Diésel,Móstoles,5,Sí,Automático ,Blanco,Todoterreno,BMW,X6,X6 xDrive35d,,Todoterreno,236 km/h,6.9 s,8.3 l/100km,220g CO2/km,4877 mm / 1983 mm / 1690 mm,B,18.799€
120.000,2017,Diésel,Baena,False,Sí,Automático ,Blanco,Todoterreno,Mercedes-Benz,GLC,GLC 350 d 4MATIC,,Todoterreno,238 km/h,6.2 s,5.9 l/100km,159g CO2/km,4656 mm / 1890 mm / 1644 mm,C,36.900€
243.000,2004,Diésel,Baena,False,Sí,Manual ,Negro,Familiar,Peugeot,407,407 ST Confort HDi 136 FAP,,Turismo,208 km/h,9.8 s,5.9 l/100km,155g CO2/km,4676 mm / 1811 mm / 1447 mm,B,4.900€
139.000,2018,Diésel,Utrera,5,Sí,Manual ,Blanco,Utilitario,Peugeot,208,208 5p Active 1.6 BlueHDi 75,75 CV,Turismo,171 km/h,13.3 s,3.5 l/100km,90g CO2/km,3973 mm / 1739 mm / 1460 mm,C,8.500€
150.000,2011,Diésel,Humanes de Madrid,5,Sí,Automático ,Plata,Berlina,Audi,A7,A7 Sportback 3.0 TDI quattro 245 CV S tronic 7 vel.,245 CV,Turismo,250 km/h,6.5 s,6 l/100km,158g CO2/km,4969 mm / 1911 mm / 1420 mm,B,19.995€
59.200,2019,Gasolina,Molins de Rei,5,Sí,Automático ,Negro,Berlina,Mazda,Cx-3,CX-3 Zenith 2.0 SKYACTIV-G 89 kW (121 CV) 2WD 6AT,120 CV,Todoterreno,187 km/h,9.9 s,6.1 l/100km,140g CO2/km,4275 mm / 1765 mm / 1535 mm,C,20.990€
67.475,2019,Gasolina,Molins de Rei,5,Sí,Manual ,Blanco,Berlina,Dacia,Sandero,Sandero Stepway 1.0 55 kW (75 CV),75 CV,Turismo,158 km/h,16.7 s,5.4 l/100km,124g CO2/km,4089 mm / 1761 mm / 1615 mm,C,11.490€
104.420,2018,Gasolina,Rivas Vaciamadrid,5,Sí,Manual ,Blanco,Todoterreno,Nissan,X-Trail,X-Trail DIG-T 120 kW (163 CV) N-Connecta,163 CV,Todoterreno,200 km/h,9.7 s,6.4 l/100km,149g CO2/km,4690 mm / 1820 mm / 1710 mm,C,19.390€
80.000,2019,Diésel,Rivas Vaciamadrid,5,Sí,Automático ,Blanco,Todoterreno,Volkswagen,Touareg,Touareg R-Line 3.0 V6 TDI 210 kW (286 CV) 4MOTION Tiptronic 8 vel.,286 CV,Todoterreno,235 km/h,6.1 s,6.9 l/100km,182g CO2/km,4878 mm / 1984 mm / 1717 mm,C,53.790€
138.000,2014,Gasolina,Alcalá de Henares,5,Sí,Manual ,Rojo,Berlina,Mini,Countryman,John Cooper Works Countryman ALL4,217 CV,Todoterreno,228 km/h,6.9 s,7.1 l/100km,165g CO2/km,4133 mm / 1789 mm / 1549 mm,C,16.500€
